data_adi,data_detay,original_week_period,original_date_text,date
Çanakkale,962.98,10 - 16 Nisan 2021,16 Nisan 2021,2021-04-16
Çankırı,399.11,10 - 16 Nisan 2021,16 Nisan 2021,2021-04-16
Çorum,475.55,10 - 16 Nisan 2021,16 Nisan 2021,2021-04-16
Denizli,223.36,10 - 16 Nisan 2021,16 Nisan 2021,2021-04-16
Diyarbakır,117.36,10 - 16 Nisan 2021,16 Nisan 2021,2021-04-16
Düzce,521.38,10 - 16 Nisan 2021,16 Nisan 2021,2021-04-16
Edirne,590.05,10 - 16 Nisan 2021,16 Nisan 2021,2021-04-16
Elazığ,311.93,10 - 16 Nisan 2021,16 Nisan 2021,2021-04-16
Erzincan,593.35,10 - 16 Nisan 2021,16 Nisan 2021,2021-04-16
Erzurum,493.09,10 - 16 Nisan 2021,16 Nisan 2021,2021-04-16
Eskişehir,605.85,10 - 16 Nisan 2021,16 Nisan 2021,2021-04-16
Gaziantep,293.36,10 - 16 Nisan 2021,16 Nisan 2021,2021-04-16
Giresun,624.22,10 - 16 Nisan 2021,16 Nisan 2021,2021-04-16
Gümüşhane,242.76,10 - 16 Nisan 2021,16 Nisan 2021,2021-04-16
Hakkari,91.26,10 - 16 Nisan 2021,16 Nisan 2021,2021-04-16
Hatay,239.74,10 - 16 Nisan 2021,16 Nisan 2021,2021-04-16
Iğdır,415.77,10 - 16 Nisan 2021,16 Nisan 2021,2021-04-16
Isparta,367.47,10 - 16 Nisan 2021,16 Nisan 2021,2021-04-16
İstanbul,920.57,10 - 16 Nisan 2021,16 Nisan 2021,2021-04-16
İzmir,351.97,10 - 16 Nisan 2021,16 Nisan 2021,2021-04-16
Kahramanmaraş,221.46,10 - 16 Nisan 2021,16 Nisan 2021,2021-04-16
Karabük,380.52,10 - 16 Nisan 2021,16 Nisan 2021,2021-04-16
Karaman,298.92,10 - 16 Nisan 2021,16 Nisan 2021,2021-04-16
Kars,291.66,10 - 16 Nisan 2021,16 Nisan 2021,2021-04-16
Kastamonu,683.09,10 - 16 Nisan 2021,16 Nisan 2021,2021-04-16
Kayseri,504.2,10 - 16 Nisan 2021,16 Nisan 2021,2021-04-16
Kırıkkale,430.57,10 - 16 Nisan 2021,16 Nisan 2021,2021-04-16
Kırklareli,830.44,10 - 16 Nisan 2021,16 Nisan 2021,2021-04-16
Kırşehir,315.99,10 - 16 Nisan 2021,16 Nisan 2021,2021-04-16
Kilis,462.21,10 - 16 Nisan 2021,16 Nisan 2021,2021-04-16
Kocaeli,666.41,10 - 16 Nisan 2021,16 Nisan 2021,2021-04-16
Konya,579.37,10 - 16 Nisan 2021,16 Nisan 2021,2021-04-16
Kütahya,375.77,10 - 16 Nisan 2021,16 Nisan 2021,2021-04-16
Malatya,563.79,10 - 16 Nisan 2021,16 Nisan 2021,2021-04-16
Manisa,305.39,10 - 16 Nisan 2021,16 Nisan 2021,2021-04-16
Mardin,93.83,10 - 16 Nisan 2021,16 Nisan 2021,2021-04-16
Mersin,213.56,10 - 16 Nisan 2021,16 Nisan 2021,2021-04-16
Muğla,242.31,10 - 16 Nisan 2021,16 Nisan 2021,2021-04-16
Muş,123.32,10 - 16 Nisan 2021,16 Nisan 2021,2021-04-16
Nevşehir,410.54,10 - 16 Nisan 2021,16 Nisan 2021,2021-04-16
Niğde,370.09,10 - 16 Nisan 2021,16 Nisan 2021,2021-04-16
Ordu,565.14,10 - 16 Nisan 2021,16 Nisan 2021,2021-04-16
Osmaniye,347.46,10 - 16 Nisan 2021,16 Nisan 2021,2021-04-16
Rize,516.03,10 - 16 Nisan 2021,16 Nisan 2021,2021-04-16
Sakarya,404.55,10 - 16 Nisan 2021,16 Nisan 2021,2021-04-16
Samsun,601.14,10 - 16 Nisan 2021,16 Nisan 2021,2021-04-16
Siirt,83.97,10 - 16 Nisan 2021,16 Nisan 2021,2021-04-16
Sinop,440.73,10 - 16 Nisan 2021,16 Nisan 2021,2021-04-16
Sivas,372.86,10 - 16 Nisan 2021,16 Nisan 2021,2021-04-16
Şanlıurfa,91.01,10 - 16 Nisan 2021,16 Nisan 2021,2021-04-16
Şırnak,47.6,10 - 16 Nisan 2021,16 Nisan 2021,2021-04-16
Tekirdağ,747.13,10 - 16 Nisan 2021,16 Nisan 2021,2021-04-16
Tokat,467.17,10 - 16 Nisan 2021,16 Nisan 2021,2021-04-16
Trabzon,409.9,10 - 16 Nisan 2021,16 Nisan 2021,2021-04-16
Tunceli,266.05,10 - 16 Nisan 2021,16 Nisan 2021,2021-04-16
Uşak,207.89,10 - 16 Nisan 2021,16 Nisan 2021,2021-04-16
Van,89.01,10 - 16 Nisan 2021,16 Nisan 2021,2021-04-16
Yalova,838.25,10 - 16 Nisan 2021,16 Nisan 2021,2021-04-16
Yozgat,499.89,10 - 16 Nisan 2021,16 Nisan 2021,2021-04-16
Zonguldak,456.36,10 - 16 Nisan 2021,16 Nisan 2021,2021-04-16
Adana,41.22,20-26 Şubat 2021,26 Şubat 2021,2021-02-26
Adıyaman,116.2,20-26 Şubat 2021,26 Şubat 2021,2021-02-26
Afyon,38.44,20-26 Şubat 2021,26 Şubat 2021,2021-02-26
Ağrı,19.0,20-26 Şubat 2021,26 Şubat 2021,2021-02-26
Aksaray,123.08,20-26 Şubat 2021,26 Şubat 2021,2021-02-26
Amasya,110.5,20-26 Şubat 2021,26 Şubat 2021,2021-02-26
Ankara,39.84,20-26 Şubat 2021,26 Şubat 2021,2021-02-26
Antalya,78.11,20-26 Şubat 2021,26 Şubat 2021,2021-02-26
Ardahan,58.37,20-26 Şubat 2021,26 Şubat 2021,2021-02-26
Artvin,88.67,20-26 Şubat 2021,26 Şubat 2021,2021-02-26
Aydın,42.24,20-26 Şubat 2021,26 Şubat 2021,2021-02-26
Balıkesir,142.57,20-26 Şubat 2021,26 Şubat 2021,2021-02-26
Bartın,42.72,20-26 Şubat 2021,26 Şubat 2021,2021-02-26
Batman,8.06,20-26 Şubat 2021,26 Şubat 2021,2021-02-26
Bayburt,31.51,20-26 Şubat 2021,26 Şubat 2021,2021-02-26
Bilecik,60.84,20-26 Şubat 2021,26 Şubat 2021,2021-02-26
Bingöl,15.81,20-26 Şubat 2021,26 Şubat 2021,2021-02-26
Bitlis,15.68,20-26 Şubat 2021,26 Şubat 2021,2021-02-26
Bolu,83.1,20-26 Şubat 2021,26 Şubat 2021,2021-02-26
Burdur,105.36,20-26 Şubat 2021,26 Şubat 2021,2021-02-26
Bursa,49.78,20-26 Şubat 2021,26 Şubat 2021,2021-02-26
Çanakkale,81.51,20-26 Şubat 2021,26 Şubat 2021,2021-02-26
Çankırı,28.5,20-26 Şubat 2021,26 Şubat 2021,2021-02-26
Çorum,28.12,20-26 Şubat 2021,26 Şubat 2021,2021-02-26
Denizli,32.14,20-26 Şubat 2021,26 Şubat 2021,2021-02-26
Diyarbakır,17.94,20-26 Şubat 2021,26 Şubat 2021,2021-02-26
Düzce,55.91,20-26 Şubat 2021,26 Şubat 2021,2021-02-26
Edirne,107.43,20-26 Şubat 2021,26 Şubat 2021,2021-02-26
Elazığ,39.68,20-26 Şubat 2021,26 Şubat 2021,2021-02-26
Erzincan,37.13,20-26 Şubat 2021,26 Şubat 2021,2021-02-26
Erzurum,48.3,20-26 Şubat 2021,26 Şubat 2021,2021-02-26
Eskişehir,43.85,20-26 Şubat 2021,26 Şubat 2021,2021-02-26
Gaziantep,36.35,20-26 Şubat 2021,26 Şubat 2021,2021-02-26
Giresun,264.71,20-26 Şubat 2021,26 Şubat 2021,2021-02-26
Gümüşhane,114.58,20-26 Şubat 2021,26 Şubat 2021,2021-02-26
Hakkari,4.97,20-26 Şubat 2021,26 Şubat 2021,2021-02-26
Hatay,40.46,20-26 Şubat 2021,26 Şubat 2021,2021-02-26
Iğdır,17.19,20-26 Şubat 2021,26 Şubat 2021,2021-02-26
Isparta,39.14,20-26 Şubat 2021,26 Şubat 2021,2021-02-26
İstanbul,89.9,20-26 Şubat 2021,26 Şubat 2021,2021-02-26
İzmir,53.42,20-26 Şubat 2021,26 Şubat 2021,2021-02-26
Kahramanmaraş,32.9,20-26 Şubat 2021,26 Şubat 2021,2021-02-26
Karabük,25.8,20-26 Şubat 2021,26 Şubat 2021,2021-02-26
Karaman,64.76,20-26 Şubat 2021,26 Şubat 2021,2021-02-26
Kars,22.84,20-26 Şubat 2021,26 Şubat 2021,2021-02-26
Kastamonu,34.1,20-26 Şubat 2021,26 Şubat 2021,2021-02-26
Kayseri,88.05,20-26 Şubat 2021,26 Şubat 2021,2021-02-26
Kırıkkale,51.43,20-26 Şubat 2021,26 Şubat 2021,2021-02-26
Kırklareli,96.44,20-26 Şubat 2021,26 Şubat 2021,2021-02-26
Kırşehir,21.89,20-26 Şubat 2021,26 Şubat 2021,2021-02-26
Kilis,68.0,20-26 Şubat 2021,26 Şubat 2021,2021-02-26
Kocaeli,99.18,20-26 Şubat 2021,26 Şubat 2021,2021-02-26
Konya,119.28,20-26 Şubat 2021,26 Şubat 2021,2021-02-26
Kütahya,71.97,20-26 Şubat 2021,26 Şubat 2021,2021-02-26
Malatya,46.35,20-26 Şubat 2021,26 Şubat 2021,2021-02-26
Manisa,39.64,20-26 Şubat 2021,26 Şubat 2021,2021-02-26
Mardin,9.24,20-26 Şubat 2021,26 Şubat 2021,2021-02-26
Mersin,91.57,20-26 Şubat 2021,26 Şubat 2021,2021-02-26
Muğla,57.38,20-26 Şubat 2021,26 Şubat 2021,2021-02-26
Muş,16.64,20-26 Şubat 2021,26 Şubat 2021,2021-02-26
Nevşehir,48.51,20-26 Şubat 2021,26 Şubat 2021,2021-02-26
Niğde,58.59,20-26 Şubat 2021,26 Şubat 2021,2021-02-26
Ordu,301.76,20-26 Şubat 2021,26 Şubat 2021,2021-02-26
Osmaniye,145.13,20-26 Şubat 2021,26 Şubat 2021,2021-02-26
Rize,213.1,20-26 Şubat 2021,26 Şubat 2021,2021-02-26
Sakarya,114.34,20-26 Şubat 2021,26 Şubat 2021,2021-02-26
Samsun,262.17,20-26 Şubat 2021,26 Şubat 2021,2021-02-26
Siirt,16.35,20-26 Şubat 2021,26 Şubat 2021,2021-02-26
Sinop,160.03,20-26 Şubat 2021,26 Şubat 2021,2021-02-26
Sivas,29.85,20-26 Şubat 2021,26 Şubat 2021,2021-02-26
Şanlıurfa,15.4,20-26 Şubat 2021,26 Şubat 2021,2021-02-26
Şırnak,2.29,20-26 Şubat 2021,26 Şubat 2021,2021-02-26
Tekirdağ,85.55,20-26 Şubat 2021,26 Şubat 2021,2021-02-26
Tokat,166.5,20-26 Şubat 2021,26 Şubat 2021,2021-02-26
Trabzon,239.52,20-26 Şubat 2021,26 Şubat 2021,2021-02-26
Tunceli,27.25,20-26 Şubat 2021,26 Şubat 2021,2021-02-26
Uşak,18.4,20-26 Şubat 2021,26 Şubat 2021,2021-02-26
Van,10.13,20-26 Şubat 2021,26 Şubat 2021,2021-02-26
Yalova,85.01,20-26 Şubat 2021,26 Şubat 2021,2021-02-26
Yozgat,42.75,20-26 Şubat 2021,26 Şubat 2021,2021-02-26
Zonguldak,59.11,20-26 Şubat 2021,26 Şubat 2021,2021-02-26
Adana,111.26,27 Mart - 2 Nisan 2021,2 Nisan 2021,2021-04-02
Adıyaman,230.69,27 Mart - 2 Nisan 2021,2 Nisan 2021,2021-04-02
Afyon,153.21,27 Mart - 2 Nisan 2021,2 Nisan 2021,2021-04-02
Ağrı,121.96,27 Mart - 2 Nisan 2021,2 Nisan 2021,2021-04-02
Aksaray,257.91,27 Mart - 2 Nisan 2021,2 Nisan 2021,2021-04-02
Amasya,370.5,27 Mart - 2 Nisan 2021,2 Nisan 2021,2021-04-02
Ankara,272.79,27 Mart - 2 Nisan 2021,2 Nisan 2021,2021-04-02
Antalya,190.44,27 Mart - 2 Nisan 2021,2 Nisan 2021,2021-04-02
Ardahan,185.11,27 Mart - 2 Nisan 2021,2 Nisan 2021,2021-04-02
Artvin,164.6,27 Mart - 2 Nisan 2021,2 Nisan 2021,2021-04-02
Aydın,153.16,27 Mart - 2 Nisan 2021,2 Nisan 2021,2021-04-02
Balıkesir,430.63,27 Mart - 2 Nisan 2021,2 Nisan 2021,2021-04-02
Bartın,232.69,27 Mart - 2 Nisan 2021,2 Nisan 2021,2021-04-02
Batman,57.39,27 Mart - 2 Nisan 2021,2 Nisan 2021,2021-04-02
Bayburt,244.17,27 Mart - 2 Nisan 2021,2 Nisan 2021,2021-04-02
Bilecik,340.62,27 Mart - 2 Nisan 2021,2 Nisan 2021,2021-04-02
Bingöl,124.57,27 Mart - 2 Nisan 2021,2 Nisan 2021,2021-04-02
Bitlis,47.29,27 Mart - 2 Nisan 2021,2 Nisan 2021,2021-04-02
Bolu,287.8,27 Mart - 2 Nisan 2021,2 Nisan 2021,2021-04-02
Burdur,92.85,27 Mart - 2 Nisan 2021,2 Nisan 2021,2021-04-02
Bursa,260.43,27 Mart - 2 Nisan 2021,2 Nisan 2021,2021-04-02
Çanakkale,546.77,27 Mart - 2 Nisan 2021,2 Nisan 2021,2021-04-02
Çankırı,305.57,27 Mart - 2 Nisan 2021,2 Nisan 2021,2021-04-02
Çorum,322.56,27 Mart - 2 Nisan 2021,2 Nisan 2021,2021-04-02
Denizli,94.15,27 Mart - 2 Nisan 2021,2 Nisan 2021,2021-04-02
Diyarbakır,60.05,27 Mart - 2 Nisan 2021,2 Nisan 2021,2021-04-02
Düzce,217.85,27 Mart - 2 Nisan 2021,2 Nisan 2021,2021-04-02
Edirne,409.06,27 Mart - 2 Nisan 2021,2 Nisan 2021,2021-04-02
Elazığ,153.92,27 Mart - 2 Nisan 2021,2 Nisan 2021,2021-04-02
Erzincan,321.2,27 Mart - 2 Nisan 2021,2 Nisan 2021,2021-04-02
Erzurum,245.16,27 Mart - 2 Nisan 2021,2 Nisan 2021,2021-04-02
Eskişehir,358.9,27 Mart - 2 Nisan 2021,2 Nisan 2021,2021-04-02
Gaziantep,171.86,27 Mart - 2 Nisan 2021,2 Nisan 2021,2021-04-02
Giresun,503.88,27 Mart - 2 Nisan 2021,2 Nisan 2021,2021-04-02
Gümüşhane,206.07,27 Mart - 2 Nisan 2021,2 Nisan 2021,2021-04-02
Hakkari,36.72,27 Mart - 2 Nisan 2021,2 Nisan 2021,2021-04-02
Hatay,132.95,27 Mart - 2 Nisan 2021,2 Nisan 2021,2021-04-02
Iğdır,225.52,27 Mart - 2 Nisan 2021,2 Nisan 2021,2021-04-02
Isparta,157.39,27 Mart - 2 Nisan 2021,2 Nisan 2021,2021-04-02
İstanbul,591.45,27 Mart - 2 Nisan 2021,2 Nisan 2021,2021-04-02
İzmir,218.88,27 Mart - 2 Nisan 2021,2 Nisan 2021,2021-04-02
Kahramanmaraş,112.83,27 Mart - 2 Nisan 2021,2 Nisan 2021,2021-04-02
Karabük,202.78,27 Mart - 2 Nisan 2021,2 Nisan 2021,2021-04-02
Karaman,196.53,27 Mart - 2 Nisan 2021,2 Nisan 2021,2021-04-02
Kars,106.34,27 Mart - 2 Nisan 2021,2 Nisan 2021,2021-04-02
Kastamonu,453.0,27 Mart - 2 Nisan 2021,2 Nisan 2021,2021-04-02
Kayseri,315.94,27 Mart - 2 Nisan 2021,2 Nisan 2021,2021-04-02
Kırıkkale,179.76,27 Mart - 2 Nisan 2021,2 Nisan 2021,2021-04-02
Kırklareli,518.33,27 Mart - 2 Nisan 2021,2 Nisan 2021,2021-04-02
Kırşehir,158.0,27 Mart - 2 Nisan 2021,2 Nisan 2021,2021-04-02
Kilis,385.88,27 Mart - 2 Nisan 2021,2 Nisan 2021,2021-04-02
Kocaeli,371.11,27 Mart - 2 Nisan 2021,2 Nisan 2021,2021-04-02
Konya,426.17,27 Mart - 2 Nisan 2021,2 Nisan 2021,2021-04-02
Kütahya,190.57,27 Mart - 2 Nisan 2021,2 Nisan 2021,2021-04-02
Malatya,373.87,27 Mart - 2 Nisan 2021,2 Nisan 2021,2021-04-02
Manisa,139.04,27 Mart - 2 Nisan 2021,2 Nisan 2021,2021-04-02
Mardin,48.91,27 Mart - 2 Nisan 2021,2 Nisan 2021,2021-04-02
Mersin,122.17,27 Mart - 2 Nisan 2021,2 Nisan 2021,2021-04-02
Muğla,146.59,27 Mart - 2 Nisan 2021,2 Nisan 2021,2021-04-02
Muş,54.49,27 Mart - 2 Nisan 2021,2 Nisan 2021,2021-04-02
Nevşehir,209.53,27 Mart - 2 Nisan 2021,2 Nisan 2021,2021-04-02
Niğde,239.18,27 Mart - 2 Nisan 2021,2 Nisan 2021,2021-04-02
Ordu,459.94,27 Mart - 2 Nisan 2021,2 Nisan 2021,2021-04-02
Osmaniye,316.47,27 Mart - 2 Nisan 2021,2 Nisan 2021,2021-04-02
Rize,404.81,27 Mart - 2 Nisan 2021,2 Nisan 2021,2021-04-02
Sakarya,241.98,27 Mart - 2 Nisan 2021,2 Nisan 2021,2021-04-02
Samsun,678.72,27 Mart - 2 Nisan 2021,2 Nisan 2021,2021-04-02
Siirt,50.74,27 Mart - 2 Nisan 2021,2 Nisan 2021,2021-04-02
Sinop,360.34,27 Mart - 2 Nisan 2021,2 Nisan 2021,2021-04-02
Sivas,164.97,27 Mart - 2 Nisan 2021,2 Nisan 2021,2021-04-02
Şanlıurfa,40.7,27 Mart - 2 Nisan 2021,2 Nisan 2021,2021-04-02
Şırnak,23.43,27 Mart - 2 Nisan 2021,2 Nisan 2021,2021-04-02
Tekirdağ,409.13,27 Mart - 2 Nisan 2021,2 Nisan 2021,2021-04-02
Tokat,334.86,27 Mart - 2 Nisan 2021,2 Nisan 2021,2021-04-02
Trabzon,353.49,27 Mart - 2 Nisan 2021,2 Nisan 2021,2021-04-02
Tunceli,170.18,27 Mart - 2 Nisan 2021,2 Nisan 2021,2021-04-02
Uşak,84.72,27 Mart - 2 Nisan 2021,2 Nisan 2021,2021-04-02
Van,42.55,27 Mart - 2 Nisan 2021,2 Nisan 2021,2021-04-02
Yalova,564.03,27 Mart - 2 Nisan 2021,2 Nisan 2021,2021-04-02
Yozgat,234.55,27 Mart - 2 Nisan 2021,2 Nisan 2021,2021-04-02
Zonguldak,205.85,27 Mart - 2 Nisan 2021,2 Nisan 2021,2021-04-02
Adana,171.16,03-09 Nisan 2021,09 Nisan 2021,2021-04-09
Adıyaman,260.89,03-09 Nisan 2021,09 Nisan 2021,2021-04-09
Afyon,248.2,03-09 Nisan 2021,09 Nisan 2021,2021-04-09
Ağrı,254.19,03-09 Nisan 2021,09 Nisan 2021,2021-04-09
Aksaray,328.83,03-09 Nisan 2021,09 Nisan 2021,2021-04-09
Amasya,424.45,03-09 Nisan 2021,09 Nisan 2021,2021-04-09
Ankara,419.06,03-09 Nisan 2021,09 Nisan 2021,2021-04-09
Antalya,270.96,03-09 Nisan 2021,09 Nisan 2021,2021-04-09
Ardahan,179.91,03-09 Nisan 2021,09 Nisan 2021,2021-04-09
Artvin,223.6,03-09 Nisan 2021,09 Nisan 2021,2021-04-09
Aydın,223.67,03-09 Nisan 2021,09 Nisan 2021,2021-04-09
Balıkesir,529.88,03-09 Nisan 2021,09 Nisan 2021,2021-04-09
Bartın,432.21,03-09 Nisan 2021,09 Nisan 2021,2021-04-09
Batman,109.14,03-09 Nisan 2021,09 Nisan 2021,2021-04-09
Bayburt,472.47,03-09 Nisan 2021,09 Nisan 2021,2021-04-09
Bilecik,480.53,03-09 Nisan 2021,09 Nisan 2021,2021-04-09
Bingöl,204.42,03-09 Nisan 2021,09 Nisan 2021,2021-04-09
Bitlis,105.7,03-09 Nisan 2021,09 Nisan 2021,2021-04-09
Bolu,327.19,03-09 Nisan 2021,09 Nisan 2021,2021-04-09
Burdur,150.14,03-09 Nisan 2021,09 Nisan 2021,2021-04-09
Bursa,418.37,03-09 Nisan 2021,09 Nisan 2021,2021-04-09
Çanakkale,797.34,03-09 Nisan 2021,09 Nisan 2021,2021-04-09
Çankırı,411.58,03-09 Nisan 2021,09 Nisan 2021,2021-04-09
Çorum,425.56,03-09 Nisan 2021,09 Nisan 2021,2021-04-09
Denizli,142.86,03-09 Nisan 2021,09 Nisan 2021,2021-04-09
Diyarbakır,93.92,03-09 Nisan 2021,09 Nisan 2021,2021-04-09
Düzce,354.83,03-09 Nisan 2021,09 Nisan 2021,2021-04-09
Edirne,577.54,03-09 Nisan 2021,09 Nisan 2021,2021-04-09
Elazığ,250.19,03-09 Nisan 2021,09 Nisan 2021,2021-04-09
Erzincan,466.66,03-09 Nisan 2021,09 Nisan 2021,2021-04-09
Erzurum,369.78,03-09 Nisan 2021,09 Nisan 2021,2021-04-09
Eskişehir,524.85,03-09 Nisan 2021,09 Nisan 2021,2021-04-09
Gaziantep,244.58,03-09 Nisan 2021,09 Nisan 2021,2021-04-09
Giresun,591.01,03-09 Nisan 2021,09 Nisan 2021,2021-04-09
Gümüşhane,239.23,03-09 Nisan 2021,09 Nisan 2021,2021-04-09
Hakkari,46.34,03-09 Nisan 2021,09 Nisan 2021,2021-04-09
Hatay,185.5,03-09 Nisan 2021,09 Nisan 2021,2021-04-09
Iğdır,325.36,03-09 Nisan 2021,09 Nisan 2021,2021-04-09
Isparta,317.05,03-09 Nisan 2021,09 Nisan 2021,2021-04-09
İstanbul,804.97,03-09 Nisan 2021,09 Nisan 2021,2021-04-09
İzmir,304.07,03-09 Nisan 2021,09 Nisan 2021,2021-04-09
Kahramanmaraş,210.33,03-09 Nisan 2021,09 Nisan 2021,2021-04-09
Karabük,263.53,03-09 Nisan 2021,09 Nisan 2021,2021-04-09
Karaman,240.86,03-09 Nisan 2021,09 Nisan 2021,2021-04-09
Kars,191.28,03-09 Nisan 2021,09 Nisan 2021,2021-04-09
Kastamonu,653.33,03-09 Nisan 2021,09 Nisan 2021,2021-04-09
Kayseri,397.76,03-09 Nisan 2021,09 Nisan 2021,2021-04-09
Kırıkkale,324.72,03-09 Nisan 2021,09 Nisan 2021,2021-04-09
Kırklareli,882.13,03-09 Nisan 2021,09 Nisan 2021,2021-04-09
Kırşehir,237.82,03-09 Nisan 2021,09 Nisan 2021,2021-04-09
Kilis,508.43,03-09 Nisan 2021,09 Nisan 2021,2021-04-09
Kocaeli,523.52,03-09 Nisan 2021,09 Nisan 2021,2021-04-09
Konya,495.24,03-09 Nisan 2021,09 Nisan 2021,2021-04-09
Kütahya,280.57,03-09 Nisan 2021,09 Nisan 2021,2021-04-09
Malatya,504.0,03-09 Nisan 2021,09 Nisan 2021,2021-04-09
Manisa,239.69,03-09 Nisan 2021,09 Nisan 2021,2021-04-09
Mardin,63.06,03-09 Nisan 2021,09 Nisan 2021,2021-04-09
Mersin,181.94,03-09 Nisan 2021,09 Nisan 2021,2021-04-09
Muğla,204.34,03-09 Nisan 2021,09 Nisan 2021,2021-04-09
Muş,94.86,03-09 Nisan 2021,09 Nisan 2021,2021-04-09
Nevşehir,343.98,03-09 Nisan 2021,09 Nisan 2021,2021-04-09
Niğde,294.14,03-09 Nisan 2021,09 Nisan 2021,2021-04-09
Ordu,501.71,03-09 Nisan 2021,09 Nisan 2021,2021-04-09
Osmaniye,382.82,03-09 Nisan 2021,09 Nisan 2021,2021-04-09
Rize,453.31,03-09 Nisan 2021,09 Nisan 2021,2021-04-09
Sakarya,327.15,03-09 Nisan 2021,09 Nisan 2021,2021-04-09
Samsun,645.17,03-09 Nisan 2021,09 Nisan 2021,2021-04-09
Siirt,73.7,03-09 Nisan 2021,09 Nisan 2021,2021-04-09
Sinop,398.69,03-09 Nisan 2021,09 Nisan 2021,2021-04-09
Sivas,297.54,03-09 Nisan 2021,09 Nisan 2021,2021-04-09
Şanlıurfa,61.84,03-09 Nisan 2021,09 Nisan 2021,2021-04-09
Şırnak,32.17,03-09 Nisan 2021,09 Nisan 2021,2021-04-09
Tekirdağ,619.85,03-09 Nisan 2021,09 Nisan 2021,2021-04-09
Tokat,425.35,03-09 Nisan 2021,09 Nisan 2021,2021-04-09
Trabzon,359.28,03-09 Nisan 2021,09 Nisan 2021,2021-04-09
Tunceli,203.73,03-09 Nisan 2021,09 Nisan 2021,2021-04-09
Uşak,122.08,03-09 Nisan 2021,09 Nisan 2021,2021-04-09
Van,61.69,03-09 Nisan 2021,09 Nisan 2021,2021-04-09
Yalova,690.82,03-09 Nisan 2021,09 Nisan 2021,2021-04-09
Yozgat,350.28,03-09 Nisan 2021,09 Nisan 2021,2021-04-09
Zonguldak,300.74,03-09 Nisan 2021,09 Nisan 2021,2021-04-09
Adana,86.95,20-26 Mart 2021,26 Mart 2021,2021-03-26
Adıyaman,199.7,20-26 Mart 2021,26 Mart 2021,2021-03-26
Afyon,70.43,20-26 Mart 2021,26 Mart 2021,2021-03-26
Ağrı,59.02,20-26 Mart 2021,26 Mart 2021,2021-03-26
Aksaray,231.44,20-26 Mart 2021,26 Mart 2021,2021-03-26
Amasya,279.89,20-26 Mart 2021,26 Mart 2021,2021-03-26
Ankara,184.29,20-26 Mart 2021,26 Mart 2021,2021-03-26
Antalya,143.86,20-26 Mart 2021,26 Mart 2021,2021-03-26
Ardahan,134.15,20-26 Mart 2021,26 Mart 2021,2021-03-26
Artvin,131.56,20-26 Mart 2021,26 Mart 2021,2021-03-26
Aydın,109.11,20-26 Mart 2021,26 Mart 2021,2021-03-26
Balıkesir,344.84,20-26 Mart 2021,26 Mart 2021,2021-03-26
Bartın,136.2,20-26 Mart 2021,26 Mart 2021,2021-03-26
Batman,46.11,20-26 Mart 2021,26 Mart 2021,2021-03-26
Bayburt,161.15,20-26 Mart 2021,26 Mart 2021,2021-03-26
Bilecik,227.69,20-26 Mart 2021,26 Mart 2021,2021-03-26
Bingöl,69.56,20-26 Mart 2021,26 Mart 2021,2021-03-26
Bitlis,37.04,20-26 Mart 2021,26 Mart 2021,2021-03-26
Bolu,183.61,20-26 Mart 2021,26 Mart 2021,2021-03-26
Burdur,82.74,20-26 Mart 2021,26 Mart 2021,2021-03-26
Bursa,159.68,20-26 Mart 2021,26 Mart 2021,2021-03-26
Çanakkale,348.81,20-26 Mart 2021,26 Mart 2021,2021-03-26
Çankırı,247.88,20-26 Mart 2021,26 Mart 2021,2021-03-26
Çorum,232.77,20-26 Mart 2021,26 Mart 2021,2021-03-26
Denizli,68.4,20-26 Mart 2021,26 Mart 2021,2021-03-26
Diyarbakır,36.28,20-26 Mart 2021,26 Mart 2021,2021-03-26
Düzce,123.33,20-26 Mart 2021,26 Mart 2021,2021-03-26
Edirne,265.84,20-26 Mart 2021,26 Mart 2021,2021-03-26
Elazığ,117.87,20-26 Mart 2021,26 Mart 2021,2021-03-26
Erzincan,200.06,20-26 Mart 2021,26 Mart 2021,2021-03-26
Erzurum,118.95,20-26 Mart 2021,26 Mart 2021,2021-03-26
Eskişehir,235.25,20-26 Mart 2021,26 Mart 2021,2021-03-26
Gaziantep,134.16,20-26 Mart 2021,26 Mart 2021,2021-03-26
Giresun,397.57,20-26 Mart 2021,26 Mart 2021,2021-03-26
Gümüşhane,124.2,20-26 Mart 2021,26 Mart 2021,2021-03-26
Hakkari,35.65,20-26 Mart 2021,26 Mart 2021,2021-03-26
Hatay,89.13,20-26 Mart 2021,26 Mart 2021,2021-03-26
Iğdır,145.05,20-26 Mart 2021,26 Mart 2021,2021-03-26
Isparta,112.88,20-26 Mart 2021,26 Mart 2021,2021-03-26
İstanbul,401.62,20-26 Mart 2021,26 Mart 2021,2021-03-26
İzmir,156.48,20-26 Mart 2021,26 Mart 2021,2021-03-26
Kahramanmaraş,89.03,20-26 Mart 2021,26 Mart 2021,2021-03-26
Karabük,106.32,20-26 Mart 2021,26 Mart 2021,2021-03-26
Karaman,154.95,20-26 Mart 2021,26 Mart 2021,2021-03-26
Kars,55.8,20-26 Mart 2021,26 Mart 2021,2021-03-26
Kastamonu,329.19,20-26 Mart 2021,26 Mart 2021,2021-03-26
