data_adi,data_detay,original_week_period,original_date_text,date
Batman,656.8,7 - 13  Ağustos 2021,13  Ağustos 2021,2021-08-13
Bayburt,252.72,7 - 13  Ağustos 2021,13  Ağustos 2021,2021-08-13
Bilecik,128.93,7 - 13  Ağustos 2021,13  Ağustos 2021,2021-08-13
Bingöl,546.19,7 - 13  Ağustos 2021,13  Ağustos 2021,2021-08-13
Bitlis,441.32,7 - 13  Ağustos 2021,13  Ağustos 2021,2021-08-13
Bolu,112.77,7 - 13  Ağustos 2021,13  Ağustos 2021,2021-08-13
Burdur,253.1,7 - 13  Ağustos 2021,13  Ağustos 2021,2021-08-13
Bursa,129.7,7 - 13  Ağustos 2021,13  Ağustos 2021,2021-08-13
Çanakkale,83.46,7 - 13  Ağustos 2021,13  Ağustos 2021,2021-08-13
Çankırı,131.48,7 - 13  Ağustos 2021,13  Ağustos 2021,2021-08-13
Çorum,182.79,7 - 13  Ağustos 2021,13  Ağustos 2021,2021-08-13
Denizli,192.04,7 - 13  Ağustos 2021,13  Ağustos 2021,2021-08-13
Diyarbakır,627.55,7 - 13  Ağustos 2021,13  Ağustos 2021,2021-08-13
Düzce,145.32,7 - 13  Ağustos 2021,13  Ağustos 2021,2021-08-13
Edirne,74.06,7 - 13  Ağustos 2021,13  Ağustos 2021,2021-08-13
Elazığ,399.52,7 - 13  Ağustos 2021,13  Ağustos 2021,2021-08-13
Erzincan,165.08,7 - 13  Ağustos 2021,13  Ağustos 2021,2021-08-13
Erzurum,206.92,7 - 13  Ağustos 2021,13  Ağustos 2021,2021-08-13
Eskişehir,296.57,7 - 13  Ağustos 2021,13  Ağustos 2021,2021-08-13
Gaziantep,126.26,7 - 13  Ağustos 2021,13  Ağustos 2021,2021-08-13
Giresun,279.24,7 - 13  Ağustos 2021,13  Ağustos 2021,2021-08-13
Gümüşhane,235.0,7 - 13  Ağustos 2021,13  Ağustos 2021,2021-08-13
Hakkari,98.75,7 - 13  Ağustos 2021,13  Ağustos 2021,2021-08-13
Hatay,119.63,7 - 13  Ağustos 2021,13  Ağustos 2021,2021-08-13
Iğdır,234.46,7 - 13  Ağustos 2021,13  Ağustos 2021,2021-08-13
Isparta,345.22,7 - 13  Ağustos 2021,13  Ağustos 2021,2021-08-13
İstanbul,181.96,7 - 13  Ağustos 2021,13  Ağustos 2021,2021-08-13
İzmir,49.81,7 - 13  Ağustos 2021,13  Ağustos 2021,2021-08-13
Kahramanmaraş,137.48,7 - 13  Ağustos 2021,13  Ağustos 2021,2021-08-13
Karabük,186.77,7 - 13  Ağustos 2021,13  Ağustos 2021,2021-08-13
Karaman,228.7,7 - 13  Ağustos 2021,13  Ağustos 2021,2021-08-13
Kars,110.56,7 - 13  Ağustos 2021,13  Ağustos 2021,2021-08-13
Kastamonu,177.48,7 - 13  Ağustos 2021,13  Ağustos 2021,2021-08-13
Kayseri,196.14,7 - 13  Ağustos 2021,13  Ağustos 2021,2021-08-13
Kırıkkale,225.69,7 - 13  Ağustos 2021,13  Ağustos 2021,2021-08-13
Kırklareli,56.12,7 - 13  Ağustos 2021,13  Ağustos 2021,2021-08-13
Kırşehir,164.99,7 - 13  Ağustos 2021,13  Ağustos 2021,2021-08-13
Kilis,129.56,7 - 13  Ağustos 2021,13  Ağustos 2021,2021-08-13
Kocaeli,146.9,7 - 13  Ağustos 2021,13  Ağustos 2021,2021-08-13
Konya,415.51,7 - 13  Ağustos 2021,13  Ağustos 2021,2021-08-13
Kütahya,157.28,7 - 13  Ağustos 2021,13  Ağustos 2021,2021-08-13
Malatya,176.14,7 - 13  Ağustos 2021,13  Ağustos 2021,2021-08-13
Manisa,114.99,7 - 13  Ağustos 2021,13  Ağustos 2021,2021-08-13
Mardin,466.0,7 - 13  Ağustos 2021,13  Ağustos 2021,2021-08-13
Mersin,350.18,7 - 13  Ağustos 2021,13  Ağustos 2021,2021-08-13
Muğla,45.46,7 - 13  Ağustos 2021,13  Ağustos 2021,2021-08-13
Muş,380.91,7 - 13  Ağustos 2021,13  Ağustos 2021,2021-08-13
Nevşehir,157.4,7 - 13  Ağustos 2021,13  Ağustos 2021,2021-08-13
Niğde,202.72,7 - 13  Ağustos 2021,13  Ağustos 2021,2021-08-13
Ordu,240.08,7 - 13  Ağustos 2021,13  Ağustos 2021,2021-08-13
Osmaniye,130.16,7 - 13  Ağustos 2021,13  Ağustos 2021,2021-08-13
Rize,575.56,7 - 13  Ağustos 2021,13  Ağustos 2021,2021-08-13
Sakarya,261.93,7 - 13  Ağustos 2021,13  Ağustos 2021,2021-08-13
Samsun,171.16,7 - 13  Ağustos 2021,13  Ağustos 2021,2021-08-13
Siirt,543.39,7 - 13  Ağustos 2021,13  Ağustos 2021,2021-08-13
Sinop,119.19,7 - 13  Ağustos 2021,13  Ağustos 2021,2021-08-13
Sivas,286.53,7 - 13  Ağustos 2021,13  Ağustos 2021,2021-08-13
Şanlıurfa,293.77,7 - 13  Ağustos 2021,13  Ağustos 2021,2021-08-13
Şırnak,144.3,7 - 13  Ağustos 2021,13  Ağustos 2021,2021-08-13
Tekirdağ,84.82,7 - 13  Ağustos 2021,13  Ağustos 2021,2021-08-13
Tokat,151.87,7 - 13  Ağustos 2021,13  Ağustos 2021,2021-08-13
Trabzon,330.58,7 - 13  Ağustos 2021,13  Ağustos 2021,2021-08-13
Tunceli,123.44,7 - 13  Ağustos 2021,13  Ağustos 2021,2021-08-13
Uşak,99.88,7 - 13  Ağustos 2021,13  Ağustos 2021,2021-08-13
Van,198.72,7 - 13  Ağustos 2021,13  Ağustos 2021,2021-08-13
Yalova,137.29,7 - 13  Ağustos 2021,13  Ağustos 2021,2021-08-13
Yozgat,210.21,7 - 13  Ağustos 2021,13  Ağustos 2021,2021-08-13
Zonguldak,170.16,7 - 13  Ağustos 2021,13  Ağustos 2021,2021-08-13
Adana,168.41,14  - 20 Ağustos 2021,20 Ağustos 2021,2021-08-20
Adıyaman,98.66,14  - 20 Ağustos 2021,20 Ağustos 2021,2021-08-20
Afyon,157.96,14  - 20 Ağustos 2021,20 Ağustos 2021,2021-08-20
Ağrı,263.52,14  - 20 Ağustos 2021,20 Ağustos 2021,2021-08-20
Aksaray,358.15,14  - 20 Ağustos 2021,20 Ağustos 2021,2021-08-20
Amasya,109.09,14  - 20 Ağustos 2021,20 Ağustos 2021,2021-08-20
Ankara,176.38,14  - 20 Ağustos 2021,20 Ağustos 2021,2021-08-20
Antalya,43.13,14  - 20 Ağustos 2021,20 Ağustos 2021,2021-08-20
Ardahan,165.35,14  - 20 Ağustos 2021,20 Ağustos 2021,2021-08-20
Artvin,234.81,14  - 20 Ağustos 2021,20 Ağustos 2021,2021-08-20
Aydın,36.1,14  - 20 Ağustos 2021,20 Ağustos 2021,2021-08-20
Balıkesir,69.1,14  - 20 Ağustos 2021,20 Ağustos 2021,2021-08-20
Bartın,91.97,14  - 20 Ağustos 2021,20 Ağustos 2021,2021-08-20
Batman,420.78,14  - 20 Ağustos 2021,20 Ağustos 2021,2021-08-20
Bayburt,404.1,14  - 20 Ağustos 2021,20 Ağustos 2021,2021-08-20
Bilecik,106.53,14  - 20 Ağustos 2021,20 Ağustos 2021,2021-08-20
Bingöl,421.98,14  - 20 Ağustos 2021,20 Ağustos 2021,2021-08-20
Bitlis,303.14,14  - 20 Ağustos 2021,20 Ağustos 2021,2021-08-20
Bolu,128.65,14  - 20 Ağustos 2021,20 Ağustos 2021,2021-08-20
Burdur,223.14,14  - 20 Ağustos 2021,20 Ağustos 2021,2021-08-20
Bursa,96.1,14  - 20 Ağustos 2021,20 Ağustos 2021,2021-08-20
Çanakkale,65.37,14  - 20 Ağustos 2021,20 Ağustos 2021,2021-08-20
Çankırı,124.2,14  - 20 Ağustos 2021,20 Ağustos 2021,2021-08-20
Çorum,168.83,14  - 20 Ağustos 2021,20 Ağustos 2021,2021-08-20
Denizli,115.38,14  - 20 Ağustos 2021,20 Ağustos 2021,2021-08-20
Diyarbakır,340.02,14  - 20 Ağustos 2021,20 Ağustos 2021,2021-08-20
Düzce,141.53,14  - 20 Ağustos 2021,20 Ağustos 2021,2021-08-20
Edirne,66.46,14  - 20 Ağustos 2021,20 Ağustos 2021,2021-08-20
Elazığ,291.69,14  - 20 Ağustos 2021,20 Ağustos 2021,2021-08-20
Erzincan,162.95,14  - 20 Ağustos 2021,20 Ağustos 2021,2021-08-20
Erzurum,201.25,14  - 20 Ağustos 2021,20 Ağustos 2021,2021-08-20
Eskişehir,244.14,14  - 20 Ağustos 2021,20 Ağustos 2021,2021-08-20
Gaziantep,150.39,14  - 20 Ağustos 2021,20 Ağustos 2021,2021-08-20
Giresun,204.8,14  - 20 Ağustos 2021,20 Ağustos 2021,2021-08-20
Gümüşhane,275.93,14  - 20 Ağustos 2021,20 Ağustos 2021,2021-08-20
Hakkari,114.43,14  - 20 Ağustos 2021,20 Ağustos 2021,2021-08-20
Hatay,99.5,14  - 20 Ağustos 2021,20 Ağustos 2021,2021-08-20
Iğdır,172.37,14  - 20 Ağustos 2021,20 Ağustos 2021,2021-08-20
Isparta,330.91,14  - 20 Ağustos 2021,20 Ağustos 2021,2021-08-20
İstanbul,147.73,14  - 20 Ağustos 2021,20 Ağustos 2021,2021-08-20
İzmir,46.24,14  - 20 Ağustos 2021,20 Ağustos 2021,2021-08-20
Kahramanmaraş,125.07,14  - 20 Ağustos 2021,20 Ağustos 2021,2021-08-20
Karabük,152.7,14  - 20 Ağustos 2021,20 Ağustos 2021,2021-08-20
Karaman,236.94,14  - 20 Ağustos 2021,20 Ağustos 2021,2021-08-20
Kars,120.38,14  - 20 Ağustos 2021,20 Ağustos 2021,2021-08-20
Kastamonu,165.26,14  - 20 Ağustos 2021,20 Ağustos 2021,2021-08-20
Kayseri,231.1,14  - 20 Ağustos 2021,20 Ağustos 2021,2021-08-20
Kırıkkale,173.66,14  - 20 Ağustos 2021,20 Ağustos 2021,2021-08-20
Kırklareli,53.91,14  - 20 Ağustos 2021,20 Ağustos 2021,2021-08-20
Kırşehir,169.52,14  - 20 Ağustos 2021,20 Ağustos 2021,2021-08-20
Kilis,151.27,14  - 20 Ağustos 2021,20 Ağustos 2021,2021-08-20
Kocaeli,132.68,14  - 20 Ağustos 2021,20 Ağustos 2021,2021-08-20
Konya,355.6,14  - 20 Ağustos 2021,20 Ağustos 2021,2021-08-20
Kütahya,157.8,14  - 20 Ağustos 2021,20 Ağustos 2021,2021-08-20
Malatya,148.23,14  - 20 Ağustos 2021,20 Ağustos 2021,2021-08-20
Manisa,117.47,14  - 20 Ağustos 2021,20 Ağustos 2021,2021-08-20
Mardin,352.16,14  - 20 Ağustos 2021,20 Ağustos 2021,2021-08-20
Mersin,176.75,14  - 20 Ağustos 2021,20 Ağustos 2021,2021-08-20
Muğla,40.17,14  - 20 Ağustos 2021,20 Ağustos 2021,2021-08-20
Muş,305.02,14  - 20 Ağustos 2021,20 Ağustos 2021,2021-08-20
Nevşehir,172.81,14  - 20 Ağustos 2021,20 Ağustos 2021,2021-08-20
Niğde,201.62,14  - 20 Ağustos 2021,20 Ağustos 2021,2021-08-20
Ordu,170.08,14  - 20 Ağustos 2021,20 Ağustos 2021,2021-08-20
Osmaniye,118.13,14  - 20 Ağustos 2021,20 Ağustos 2021,2021-08-20
Rize,538.1,14  - 20 Ağustos 2021,20 Ağustos 2021,2021-08-20
Sakarya,242.75,14  - 20 Ağustos 2021,20 Ağustos 2021,2021-08-20
Samsun,160.54,14  - 20 Ağustos 2021,20 Ağustos 2021,2021-08-20
Siirt,241.64,14  - 20 Ağustos 2021,20 Ağustos 2021,2021-08-20
Sinop,132.59,14  - 20 Ağustos 2021,20 Ağustos 2021,2021-08-20
Sivas,249.1,14  - 20 Ağustos 2021,20 Ağustos 2021,2021-08-20
Şanlıurfa,271.69,14  - 20 Ağustos 2021,20 Ağustos 2021,2021-08-20
Şırnak,102.46,14  - 20 Ağustos 2021,20 Ağustos 2021,2021-08-20
Tekirdağ,80.85,14  - 20 Ağustos 2021,20 Ağustos 2021,2021-08-20
Tokat,126.28,14  - 20 Ağustos 2021,20 Ağustos 2021,2021-08-20
Trabzon,310.63,14  - 20 Ağustos 2021,20 Ağustos 2021,2021-08-20
Tunceli,113.85,14  - 20 Ağustos 2021,20 Ağustos 2021,2021-08-20
Uşak,108.54,14  - 20 Ağustos 2021,20 Ağustos 2021,2021-08-20
Van,111.46,14  - 20 Ağustos 2021,20 Ağustos 2021,2021-08-20
Yalova,109.04,14  - 20 Ağustos 2021,20 Ağustos 2021,2021-08-20
Yozgat,217.13,14  - 20 Ağustos 2021,20 Ağustos 2021,2021-08-20
Zonguldak,140.56,14  - 20 Ağustos 2021,20 Ağustos 2021,2021-08-20
Adana,97.13,21 - 27  Ağustos 2021,27  Ağustos 2021,2021-08-27
Adıyaman,129.65,21 - 27  Ağustos 2021,27  Ağustos 2021,2021-08-27
Afyon,181.7,21 - 27  Ağustos 2021,27  Ağustos 2021,2021-08-27
Ağrı,211.6,21 - 27  Ağustos 2021,27  Ağustos 2021,2021-08-27
Aksaray,413.23,21 - 27  Ağustos 2021,27  Ağustos 2021,2021-08-27
Amasya,110.88,21 - 27  Ağustos 2021,27  Ağustos 2021,2021-08-27
Ankara,194.96,21 - 27  Ağustos 2021,27  Ağustos 2021,2021-08-27
Antalya,39.52,21 - 27  Ağustos 2021,27  Ağustos 2021,2021-08-27
Ardahan,166.39,21 - 27  Ağustos 2021,27  Ağustos 2021,2021-08-27
Artvin,224.78,21 - 27  Ağustos 2021,27  Ağustos 2021,2021-08-27
Aydın,37.44,21 - 27  Ağustos 2021,27  Ağustos 2021,2021-08-27
Balıkesir,64.58,21 - 27  Ağustos 2021,27  Ağustos 2021,2021-08-27
Bartın,88.45,21 - 27  Ağustos 2021,27  Ağustos 2021,2021-08-27
Batman,389.83,21 - 27  Ağustos 2021,27  Ağustos 2021,2021-08-27
Bayburt,473.69,21 - 27  Ağustos 2021,27  Ağustos 2021,2021-08-27
Bilecik,134.42,21 - 27  Ağustos 2021,27  Ağustos 2021,2021-08-27
Bingöl,317.64,21 - 27  Ağustos 2021,27  Ağustos 2021,2021-08-27
Bitlis,267.81,21 - 27  Ağustos 2021,27  Ağustos 2021,2021-08-27
Bolu,168.36,21 - 27  Ağustos 2021,27  Ağustos 2021,2021-08-27
Burdur,71.89,21 - 27  Ağustos 2021,27  Ağustos 2021,2021-08-27
Bursa,74.18,21 - 27  Ağustos 2021,27  Ağustos 2021,2021-08-27
Çanakkale,57.43,21 - 27  Ağustos 2021,27  Ağustos 2021,2021-08-27
Çankırı,117.97,21 - 27  Ağustos 2021,27  Ağustos 2021,2021-08-27
Çorum,178.83,21 - 27  Ağustos 2021,27  Ağustos 2021,2021-08-27
Denizli,69.75,21 - 27  Ağustos 2021,27  Ağustos 2021,2021-08-27
Diyarbakır,252.32,21 - 27  Ağustos 2021,27  Ağustos 2021,2021-08-27
Düzce,172.36,21 - 27  Ağustos 2021,27  Ağustos 2021,2021-08-27
Edirne,65.97,21 - 27  Ağustos 2021,27  Ağustos 2021,2021-08-27
Elazığ,285.05,21 - 27  Ağustos 2021,27  Ağustos 2021,2021-08-27
Erzincan,169.35,21 - 27  Ağustos 2021,27  Ağustos 2021,2021-08-27
Erzurum,186.21,21 - 27  Ağustos 2021,27  Ağustos 2021,2021-08-27
Eskişehir,260.68,21 - 27  Ağustos 2021,27  Ağustos 2021,2021-08-27
Gaziantep,198.99,21 - 27  Ağustos 2021,27  Ağustos 2021,2021-08-27
Giresun,197.9,21 - 27  Ağustos 2021,27  Ağustos 2021,2021-08-27
Gümüşhane,309.1,21 - 27  Ağustos 2021,27  Ağustos 2021,2021-08-27
Hakkari,111.94,21 - 27  Ağustos 2021,27  Ağustos 2021,2021-08-27
Hatay,108.3,21 - 27  Ağustos 2021,27  Ağustos 2021,2021-08-27
Iğdır,152.5,21 - 27  Ağustos 2021,27  Ağustos 2021,2021-08-27
Isparta,84.26,21 - 27  Ağustos 2021,27  Ağustos 2021,2021-08-27
İstanbul,148.33,21 - 27  Ağustos 2021,27  Ağustos 2021,2021-08-27
İzmir,43.3,21 - 27  Ağustos 2021,27  Ağustos 2021,2021-08-27
Kahramanmaraş,158.71,21 - 27  Ağustos 2021,27  Ağustos 2021,2021-08-27
Karabük,178.97,21 - 27  Ağustos 2021,27  Ağustos 2021,2021-08-27
Karaman,273.03,21 - 27  Ağustos 2021,27  Ağustos 2021,2021-08-27
Kars,128.81,21 - 27  Ağustos 2021,27  Ağustos 2021,2021-08-27
Kastamonu,200.6,21 - 27  Ağustos 2021,27  Ağustos 2021,2021-08-27
Kayseri,294.28,21 - 27  Ağustos 2021,27  Ağustos 2021,2021-08-27
Kırıkkale,206.67,21 - 27  Ağustos 2021,27  Ağustos 2021,2021-08-27
Kırklareli,51.7,21 - 27  Ağustos 2021,27  Ağustos 2021,2021-08-27
Kırşehir,163.35,21 - 27  Ağustos 2021,27  Ağustos 2021,2021-08-27
Kilis,210.8,21 - 27  Ağustos 2021,27  Ağustos 2021,2021-08-27
Kocaeli,137.44,21 - 27  Ağustos 2021,27  Ağustos 2021,2021-08-27
Konya,363.42,21 - 27  Ağustos 2021,27  Ağustos 2021,2021-08-27
Kütahya,185.37,21 - 27  Ağustos 2021,27  Ağustos 2021,2021-08-27
Malatya,181.11,21 - 27  Ağustos 2021,27  Ağustos 2021,2021-08-27
Manisa,68.32,21 - 27  Ağustos 2021,27  Ağustos 2021,2021-08-27
Mardin,287.58,21 - 27  Ağustos 2021,27  Ağustos 2021,2021-08-27
Mersin,69.24,21 - 27  Ağustos 2021,27  Ağustos 2021,2021-08-27
Muğla,39.07,21 - 27  Ağustos 2021,27  Ağustos 2021,2021-08-27
Muş,292.13,21 - 27  Ağustos 2021,27  Ağustos 2021,2021-08-27
Nevşehir,239.05,21 - 27  Ağustos 2021,27  Ağustos 2021,2021-08-27
Niğde,226.2,21 - 27  Ağustos 2021,27  Ağustos 2021,2021-08-27
Ordu,158.92,21 - 27  Ağustos 2021,27  Ağustos 2021,2021-08-27
Osmaniye,128.34,21 - 27  Ağustos 2021,27  Ağustos 2021,2021-08-27
Rize,614.18,21 - 27  Ağustos 2021,27  Ağustos 2021,2021-08-27
Sakarya,240.83,21 - 27  Ağustos 2021,27  Ağustos 2021,2021-08-27
Samsun,169.16,21 - 27  Ağustos 2021,27  Ağustos 2021,2021-08-27
Siirt,161.3,21 - 27  Ağustos 2021,27  Ağustos 2021,2021-08-27
Sinop,149.68,21 - 27  Ağustos 2021,27  Ağustos 2021,2021-08-27
Sivas,280.87,21 - 27  Ağustos 2021,27  Ağustos 2021,2021-08-27
Şanlıurfa,270.27,21 - 27  Ağustos 2021,27  Ağustos 2021,2021-08-27
Şırnak,98.37,21 - 27  Ağustos 2021,27  Ağustos 2021,2021-08-27
Tekirdağ,85.75,21 - 27  Ağustos 2021,27  Ağustos 2021,2021-08-27
Tokat,165.59,21 - 27  Ağustos 2021,27  Ağustos 2021,2021-08-27
Trabzon,366.67,21 - 27  Ağustos 2021,27  Ağustos 2021,2021-08-27
Tunceli,99.47,21 - 27  Ağustos 2021,27  Ağustos 2021,2021-08-27
Uşak,81.48,21 - 27  Ağustos 2021,27  Ağustos 2021,2021-08-27
Van,86.22,21 - 27  Ağustos 2021,27  Ağustos 2021,2021-08-27
Yalova,99.62,21 - 27  Ağustos 2021,27  Ağustos 2021,2021-08-27
Yozgat,245.05,21 - 27  Ağustos 2021,27  Ağustos 2021,2021-08-27
Zonguldak,175.91,21 - 27  Ağustos 2021,27  Ağustos 2021,2021-08-27
Adana,98.33,28 Ağustos - 3 Eylül 2021,3 Eylül 2021,2021-09-03
Adıyaman,182.15,28 Ağustos - 3 Eylül 2021,3 Eylül 2021,2021-09-03
Afyon,214.95,28 Ağustos - 3 Eylül 2021,3 Eylül 2021,2021-09-03
Ağrı,203.01,28 Ağustos - 3 Eylül 2021,3 Eylül 2021,2021-09-03
Aksaray,424.58,28 Ağustos - 3 Eylül 2021,3 Eylül 2021,2021-09-03
Amasya,103.43,28 Ağustos - 3 Eylül 2021,3 Eylül 2021,2021-09-03
Ankara,242.61,28 Ağustos - 3 Eylül 2021,3 Eylül 2021,2021-09-03
Antalya,41.4,28 Ağustos - 3 Eylül 2021,3 Eylül 2021,2021-09-03
Ardahan,159.11,28 Ağustos - 3 Eylül 2021,3 Eylül 2021,2021-09-03
Artvin,200.59,28 Ağustos - 3 Eylül 2021,3 Eylül 2021,2021-09-03
Aydın,39.59,28 Ağustos - 3 Eylül 2021,3 Eylül 2021,2021-09-03
Balıkesir,65.87,28 Ağustos - 3 Eylül 2021,3 Eylül 2021,2021-09-03
Bartın,141.22,28 Ağustos - 3 Eylül 2021,3 Eylül 2021,2021-09-03
Batman,320.82,28 Ağustos - 3 Eylül 2021,3 Eylül 2021,2021-09-03
Bayburt,507.87,28 Ağustos - 3 Eylül 2021,3 Eylül 2021,2021-09-03
Bilecik,162.77,28 Ağustos - 3 Eylül 2021,3 Eylül 2021,2021-09-03
Bingöl,315.51,28 Ağustos - 3 Eylül 2021,3 Eylül 2021,2021-09-03
Bitlis,228.78,28 Ağustos - 3 Eylül 2021,3 Eylül 2021,2021-09-03
Bolu,257.62,28 Ağustos - 3 Eylül 2021,3 Eylül 2021,2021-09-03
Burdur,74.51,28 Ağustos - 3 Eylül 2021,3 Eylül 2021,2021-09-03
Bursa,73.99,28 Ağustos - 3 Eylül 2021,3 Eylül 2021,2021-09-03
Çanakkale,59.83,28 Ağustos - 3 Eylül 2021,3 Eylül 2021,2021-09-03
Çankırı,140.31,28 Ağustos - 3 Eylül 2021,3 Eylül 2021,2021-09-03
Çorum,209.95,28 Ağustos - 3 Eylül 2021,3 Eylül 2021,2021-09-03
Denizli,76.95,28 Ağustos - 3 Eylül 2021,3 Eylül 2021,2021-09-03
Diyarbakır,210.32,28 Ağustos - 3 Eylül 2021,3 Eylül 2021,2021-09-03
Düzce,183.23,28 Ağustos - 3 Eylül 2021,3 Eylül 2021,2021-09-03
Edirne,72.59,28 Ağustos - 3 Eylül 2021,3 Eylül 2021,2021-09-03
Elazığ,392.54,28 Ağustos - 3 Eylül 2021,3 Eylül 2021,2021-09-03
Erzincan,213.28,28 Ağustos - 3 Eylül 2021,3 Eylül 2021,2021-09-03
Erzurum,234.35,28 Ağustos - 3 Eylül 2021,3 Eylül 2021,2021-09-03
Eskişehir,266.08,28 Ağustos - 3 Eylül 2021,3 Eylül 2021,2021-09-03
Gaziantep,213.03,28 Ağustos - 3 Eylül 2021,3 Eylül 2021,2021-09-03
Giresun,196.11,28 Ağustos - 3 Eylül 2021,3 Eylül 2021,2021-09-03
Gümüşhane,326.74,28 Ağustos - 3 Eylül 2021,3 Eylül 2021,2021-09-03
Hakkari,127.62,28 Ağustos - 3 Eylül 2021,3 Eylül 2021,2021-09-03
Hatay,135.66,28 Ağustos - 3 Eylül 2021,3 Eylül 2021,2021-09-03
Iğdır,132.63,28 Ağustos - 3 Eylül 2021,3 Eylül 2021,2021-09-03
Isparta,84.26,28 Ağustos - 3 Eylül 2021,3 Eylül 2021,2021-09-03
İstanbul,156.95,28 Ağustos - 3 Eylül 2021,3 Eylül 2021,2021-09-03
İzmir,45.58,28 Ağustos - 3 Eylül 2021,3 Eylül 2021,2021-09-03
Kahramanmaraş,210.84,28 Ağustos - 3 Eylül 2021,3 Eylül 2021,2021-09-03
Karabük,229.46,28 Ağustos - 3 Eylül 2021,3 Eylül 2021,2021-09-03
Karaman,369.14,28 Ağustos - 3 Eylül 2021,3 Eylül 2021,2021-09-03
Kars,152.32,28 Ağustos - 3 Eylül 2021,3 Eylül 2021,2021-09-03
Kastamonu,208.83,28 Ağustos - 3 Eylül 2021,3 Eylül 2021,2021-09-03
Kayseri,413.87,28 Ağustos - 3 Eylül 2021,3 Eylül 2021,2021-09-03
Kırıkkale,263.0,28 Ağustos - 3 Eylül 2021,3 Eylül 2021,2021-09-03
Kırklareli,55.57,28 Ağustos - 3 Eylül 2021,3 Eylül 2021,2021-09-03
Kırşehir,234.94,28 Ağustos - 3 Eylül 2021,3 Eylül 2021,2021-09-03
Kilis,258.42,28 Ağustos - 3 Eylül 2021,3 Eylül 2021,2021-09-03
Kocaeli,163.97,28 Ağustos - 3 Eylül 2021,3 Eylül 2021,2021-09-03
Konya,402.84,28 Ağustos - 3 Eylül 2021,3 Eylül 2021,2021-09-03
Kütahya,226.29,28 Ağustos - 3 Eylül 2021,3 Eylül 2021,2021-09-03
Malatya,268.31,28 Ağustos - 3 Eylül 2021,3 Eylül 2021,2021-09-03
Manisa,69.69,28 Ağustos - 3 Eylül 2021,3 Eylül 2021,2021-09-03
Mardin,241.25,28 Ağustos - 3 Eylül 2021,3 Eylül 2021,2021-09-03
Mersin,69.83,28 Ağustos - 3 Eylül 2021,3 Eylül 2021,2021-09-03
Muğla,40.27,28 Ağustos - 3 Eylül 2021,3 Eylül 2021,2021-09-03
Muş,299.67,28 Ağustos - 3 Eylül 2021,3 Eylül 2021,2021-09-03
Nevşehir,269.87,28 Ağustos - 3 Eylül 2021,3 Eylül 2021,2021-09-03
Niğde,262.1,28 Ağustos - 3 Eylül 2021,3 Eylül 2021,2021-09-03
Ordu,166.4,28 Ağustos - 3 Eylül 2021,3 Eylül 2021,2021-09-03
Osmaniye,151.67,28 Ağustos - 3 Eylül 2021,3 Eylül 2021,2021-09-03
Rize,653.1,28 Ağustos - 3 Eylül 2021,3 Eylül 2021,2021-09-03
Sakarya,244.19,28 Ağustos - 3 Eylül 2021,3 Eylül 2021,2021-09-03
Samsun,177.57,28 Ağustos - 3 Eylül 2021,3 Eylül 2021,2021-09-03
Siirt,117.8,28 Ağustos - 3 Eylül 2021,3 Eylül 2021,2021-09-03
Sinop,201.42,28 Ağustos - 3 Eylül 2021,3 Eylül 2021,2021-09-03
Sivas,313.58,28 Ağustos - 3 Eylül 2021,3 Eylül 2021,2021-09-03
Şanlıurfa,270.56,28 Ağustos - 3 Eylül 2021,3 Eylül 2021,2021-09-03
Şırnak,86.84,28 Ağustos - 3 Eylül 2021,3 Eylül 2021,2021-09-03
Tekirdağ,105.91,28 Ağustos - 3 Eylül 2021,3 Eylül 2021,2021-09-03
Tokat,189.68,28 Ağustos - 3 Eylül 2021,3 Eylül 2021,2021-09-03
Trabzon,392.91,28 Ağustos - 3 Eylül 2021,3 Eylül 2021,2021-09-03
Tunceli,153.4,28 Ağustos - 3 Eylül 2021,3 Eylül 2021,2021-09-03
Uşak,91.49,28 Ağustos - 3 Eylül 2021,3 Eylül 2021,2021-09-03
Van,66.12,28 Ağustos - 3 Eylül 2021,3 Eylül 2021,2021-09-03
Yalova,94.55,28 Ağustos - 3 Eylül 2021,3 Eylül 2021,2021-09-03
Yozgat,307.09,28 Ağustos - 3 Eylül 2021,3 Eylül 2021,2021-09-03
Zonguldak,184.03,28 Ağustos - 3 Eylül 2021,3 Eylül 2021,2021-09-03
Adana,99.79,04 - 10  Eylül 2021,10  Eylül 2021,2021-09-10
Adıyaman,237.01,04 - 10  Eylül 2021,10  Eylül 2021,2021-09-10
Afyon,199.62,04 - 10  Eylül 2021,10  Eylül 2021,2021-09-10
Ağrı,191.62,04 - 10  Eylül 2021,10  Eylül 2021,2021-09-10
Aksaray,375.88,04 - 10  Eylül 2021,10  Eylül 2021,2021-09-10
Amasya,146.05,04 - 10  Eylül 2021,10  Eylül 2021,2021-09-10
Ankara,282.66,04 - 10  Eylül 2021,10  Eylül 2021,2021-09-10
Antalya,40.46,04 - 10  Eylül 2021,10  Eylül 2021,2021-09-10
Ardahan,122.71,04 - 10  Eylül 2021,10  Eylül 2021,2021-09-10
Artvin,217.11,04 - 10  Eylül 2021,10  Eylül 2021,2021-09-10
Aydın,38.6,04 - 10  Eylül 2021,10  Eylül 2021,2021-09-10
